qd,s_data
52.101,0.9946334300086898
52.201,0.9914956121837398
52.301,0.9884799415611798
52.401,0.9856134947264138
52.501,0.9829212796637932
52.601,0.9804261084502615
52.701,0.9781484989176215
52.801,0.9761066017335875
52.901,0.9743161493225644
53.001,0.9727904231670169
53.101,0.971540236273731
53.201,0.9705739279310097
53.301,0.9698973682994405
53.401,0.9695139708488278
53.501,0.9694247111581091
53.601,0.9696281511166361
53.701,0.970120468089146
53.801,0.9708954891194622
53.901,0.9719447307370495
54.001,0.9732574453838301
54.101,0.9748206758842988
54.201,0.9766193197276699
54.301,0.9786362052039308
54.401,0.980852181623315
54.501,0.9832462259376796
54.601,0.9857955680599475
54.701,0.98847583703261
54.801,0.9912612299189499
54.901,0.9941247048751416
55.001,0.9970381993063796
55.101,0.9999728733203077
55.201,1.0028993778780524
55.301,1.005788146127054
55.401,1.0086097054090906
55.501,1.0113350064084583
55.601,1.0139357648839364
55.701,1.0163848104646398
55.801,1.018656436138594
55.901,1.020726741378569
56.001,1.0225739613838136
56.101,1.024178774712791
56.201,1.0255245816733902
56.301,1.0265977462410063
56.401,1.0273877949914487
56.501,1.0278875675460246
56.601,1.02809331429283
56.701,1.0280047386166364
56.801,1.027624982471461
56.901,1.0269605557874015
57.001,1.026021211835308
57.101,1.0248197721999932
57.201,1.0233719063632656
57.301,1.021695872012734
57.401,1.019812223027866
57.501,1.0177434926261624
57.601,1.0155138593734232
57.701,1.0131488036846839
57.801,1.0106747620939047
57.901,1.0081187859907679
58.001,1.005508210760318
58.101,1.00287034036864
58.201,1.0002321514689425
58.301,0.9976200201082623
58.401,0.9950594731412739
58.501,0.9925749655428106
58.601,0.9901896839849974
58.701,0.9879253763300228
58.801,0.985802206098948
58.901,0.9838386305165083
59.001,0.9820513004010429
59.101,0.9804549799618716
59.201,0.9790624844739693
59.301,0.9778846338094437
59.401,0.976930219903196
59.501,0.9762059864015468
59.601,0.9757166189728803
59.701,0.9754647450340989
59.801,0.9754509419522333
59.901,0.9756737531040367
60.001,0.9761297115056645
60.101,0.9768133710482149
60.201,0.9777173456821187
60.301,0.9788323571737045
60.401,0.9801472923006428
60.501,0.9816492705495776
60.601,0.9833237235196178
60.701,0.9851544873104561
60.801,0.9871239091755192
60.901,0.9892129696415628
61.001,0.9914014211311339
61.101,0.993667943870142
61.201,0.9959903195191403
61.301,0.9983456225371883
61.401,1.0007104287788118
61.501,1.0030610402497546
61.601,1.0053737243229202
61.701,1.0076249650639226
61.801,1.009791723662195
61.901,1.0118517043383317
62.001,1.0137836215332756
62.101,1.0155674637127214
62.201,1.017184748771975
62.301,1.0186187658303438
62.401,1.0198547981820847
62.501,1.0208803223375502
62.601,1.0216851784487315
62.701,1.0222617079627758
62.801,1.0226048550694882
62.901,1.022712229378244
63.001,1.0225841282410812
63.101,1.022223518189914
63.201,1.021635976030383
63.301,1.0208295911849092
63.401,1.01981483185686
63.501,1.0186043784547913
63.601,1.0172129284361158
63.701,1.0156569772779234
63.801,1.0139545806440573
63.901,1.0121251029874194
